id,raw_text,canonical_transliterated,canonical_italic,canonical_words_only,translation,year_from,year_to,intact_token_ratio,data_quality,dup_group_id,dup_group_size
CIE 1839,vel·cae·velsa,AsaA:aA:sAc:aI,𐌀𐌔𐌀𐌀:𐌀𐌀:𐌔𐌀𐌂:𐌀𐌉,AsaA aA sAc aI,,,,1.000,clean,5b8ee8c75cd6,1
CIE 1840,vl·cae·splaturia,AaIaA:aA:sAc:aIs:sAc:aI,𐌀𐌀𐌉𐌀𐌀:𐌀𐌀:𐌔𐌀𐌂:𐌀𐌉𐌔:𐌔𐌀𐌂:𐌀𐌉,AaIaA aA sAc aIs sAc aI,,,,1.000,clean,22536858407c,1
CIE 1841,Vel·Cae·Titial·Traponias,aIv:CAI:TITUvN:saAPONaA,,aIv CAI TITUvN saAPONaA,,,,1.000,clean,070217bcd46c,1
CIE 2960,|||||||[p]atacs:tlesna:petrual,|||||||[p]atacs:tlesna:petrual,|||||||[𐌐]𐌀𐌕𐌀𐌂𐌔:𐌕𐌋𐌄𐌔𐌍𐌀:𐌐𐌄𐌕𐌓𐌖𐌀𐌋,tlesna petrual,,,,0.667,clean,278fdd375c9d,1
CIE 2961,aθ:tlesna:pis:titial:sve[nias],aθ:tlesna:pis:titial:sve[nias],𐌀𐌈:𐌕𐌋𐌄𐌔𐌍𐌀:𐌐𐌉𐌔:𐌕𐌉𐌕𐌉𐌀𐌋:𐌔𐌅𐌄[𐌍𐌉𐌀𐌔],aθ tlesna pis titial,,,,0.800,clean,d033151e8090,1
CIE 2962,carpe,carpe,𐌂𐌀𐌓𐌐𐌄,carpe,,,,1.000,clean,f1c2961a950b,1
CIE 2963,carpe:larθautni:tlesnas,carpe:larθautni:tlesnas,𐌂𐌀𐌓𐌐𐌄:𐌋𐌀𐌓𐌈𐌀𐌖𐌕𐌍𐌉:𐌕𐌋𐌄𐌔𐌍𐌀𐌔,carpe larθautni tlesnas,,,,1.000,clean,da254a2be760,1
CIE 2964,lθ:carini:lθ:tlesnalisa,lθ:carini:lθ:tlesnalisa,𐌋𐌈:𐌂𐌀𐌓𐌉𐌍𐌉:𐌋𐌈:𐌕𐌋𐌄𐌔𐌍𐌀𐌋𐌉𐌔𐌀,lθ carini lθ tlesnalisa,,,,1.000,clean,440922419c26,1
CIE 2965,AZANΛO:I739T:OA,AR.TRIBI.HISTRO,,AR.TRIBI.HISTRO,,,,1.000,clean,87ee02970300,1
CIE 2966,JΛNIΛD:JΛ-I139MDVJ,luci.trepi.vl.cainal,𐌋𐌖𐌂𐌉.𐌕𐌓𐌄𐌐𐌉.𐌅𐌋.𐌂𐌀𐌉𐌍𐌀𐌋,luci.trepi.vl.cainal,,,,1.000,clean,4587211f3649,1
CIE 2968,NΛIJΛ9ΛM:JΛVTVT:V739T:OJ,trepu:tutnal:maralias,𐌕𐌓𐌄𐌐𐌖:𐌕𐌖𐌕𐌍𐌀𐌋:𐌌𐌀𐌓𐌀𐌋𐌉𐌀𐌔,trepu tutnal maralias,,,,1.000,clean,45cc4d55465b,1
CIE 2969,MΛI:JΛNTVT:V739T:OJ,trepu:tutnal:papi,𐌕𐌓𐌄𐌐𐌖:𐌕𐌖𐌕𐌍𐌀𐌋:𐌐𐌀𐌐𐌉,trepu tutnal papi,,,,1.000,clean,1a83b61b3cca,1
CIE 2970,ΛRV739T:I739HVVT,tutnei:trepusa,𐌕𐌖𐌕𐌍𐌄𐌉:𐌕𐌓𐌄𐌐𐌖𐌔𐌀,tutnei trepusa,,,,1.000,clean,67288ed4b30a,1
CIE 2971,JΛOH9Λ:Λ2V739T:OΛJ,lar9:trepusa:arn9al,,,,,,0.000,ocr_failed,b1f0f514d0e3,1
CIE 2976,IAHINHV:TI HIO,IAHINHV:TI HIO,,IAHINHV TI HIO,,,,1.000,clean,5dcfddb29b2d,1
CIE 2237,MIMI:ΘAΘIRIV:ΘVΘA,MIMI:ΘAΘIRIV:ΘVΘA,,MIMI ΘAΘIRIV ΘVΘA,,,,1.000,clean,0efa4d94a385,1
CIE 2977,IANIAI:INHV:SIVA,IANIAI:INHV:SIVA,,IANIAI INHV SIVA,,,,1.000,clean,2466311027e4,1
CIE 2978,AV:ANV:TISA,AV:ANV:TISA,,AV ANV TISA,,,,1.000,clean,5205a4999234,1
CIE 2979,MANOENA:LENHV:ANAO,MANOENA:LENHV:ANAO,,MANOENA LENHV ANAO,,,,1.000,clean,3fd4424275ab,1
CIE 2981,HIAI:TVTNEI:AVLES:LATINI,HIAI:TVTNEI:AVLES:LATINI,,HIAI TVTNEI AVLES LATINI,,,,1.000,clean,621562edd2cc,1
CIE 2982,V·TV·LATI·VEANES,v·tu·lati·veaneś,𐌅·𐌕𐌖·𐌋𐌀𐌕𐌉·𐌅𐌄𐌀𐌍𐌄𐌑,v tu lati veaneś,,,,1.000,clean,b554699e3ba4,1
CIE 2983,[IANHV·IƎI·ANHV·IƎI],vel·tutna : vel·utisnal,𐌅𐌄𐌋·𐌕𐌖𐌕𐌍𐌀 : 𐌅𐌄𐌋·𐌖𐌕𐌉𐌔𐌍𐌀𐌋,vel tutna vel utisnal,,,,1.000,clean,abe8f047c362,1
CIE 2984,𐌃𐌄𐌑·𐌀𐌍𐌓𐌄𐌑·𐌀𐌓𐌀𐌍𐌉𐌇𐌄𐌑·𐌉𐌍𐌓𐌍𐌅𐌏·𐌉𐌍𐌇𐌍𐌅·𐌀𐌖,fa : tutnei : cutlisnei : tetinasa : tlesna : sec :,𐌚𐌀 : 𐌕𐌖𐌕𐌍𐌄𐌉 : 𐌂𐌖𐌕𐌋𐌉𐌔𐌍𐌄𐌉 : 𐌕𐌄𐌕𐌉𐌍𐌀𐌔𐌀 : 𐌕𐌋𐌄𐌔𐌍𐌀 : 𐌔𐌄𐌂 :,fa tutnei cutlisnei tetinasa tlesna sec,,,,1.000,clean,8826ceb8798b,1
CIE 2985,𐌇𐌀𐌔𐌕𐌉𐌀·𐌕𐌖𐌕𐌍𐌄𐌉·𐌕𐌄𐌕𐌉𐌍𐌀𐌔𐌀☉,hastia·tutnei·tetinasa,𐌇𐌀𐌔𐌕𐌉𐌀·𐌕𐌖𐌕𐌍𐌄𐌉·𐌕𐌄𐌕𐌉𐌍𐌀𐌔𐌀,hastia tutnei tetinasa,,,,1.000,clean,efcc79af846e,1
CIE 2986,𐌀𐌍𐌍𐌕𐌖𐌅·𐌏𐌀𐌀𐌅𐌄𐌑·𐌉𐌏,aś : tutna : aś : leusa,𐌀𐌑 : 𐌕𐌖𐌕𐌍𐌀 : 𐌀𐌑 : 𐌋𐌄𐌖𐌔𐌀,aś tutna aś leusa,,,,1.000,clean,ed2d88e2ad49,1
ETP 63,ramθa • camnai,ramθa • camnai,𐌓𐌀𐌌𐌈𐌀 • 𐌂𐌀𐌌𐌍𐌀𐌉,ramθa camnai,,,,1.000,clean,9638ad7bd651,1
3131,arnth(i)al,arnθ(i)al,𐌀𐌓𐌍𐌈(𐌉)𐌀𐌋,,,,,0.000,clean,348cedc0cd11,11
CIE 3022,𐌅𐌌𐌁𐌓𐌉𐌊𐌉𐌀 𐌘𐌉𐌋𐌀𐌄𐌍𐌉𐌔,VMBRICIA PHILAE𐌍IS,,VMBRICIA PHILAE𐌍IS,,,,1.000,clean,829033ae4cab,1
CIE 2987,𐌀𐌋𐌅𐌄𐌑·𐌀𐌍𐌅𐌕·𐌉𐌀𐌀𐌄𐌑·𐌖𐌃𐌀𐌑,vl : tutna : leusa : larcesa,𐌅𐌋 : 𐌕𐌖𐌕𐌍𐌀 : 𐌋𐌄𐌖𐌔𐌀 : 𐌋𐌀𐌓𐌂𐌄𐌔𐌀,vl tutna leusa larcesa,,,,1.000,clean,e70b0389c6d1,1
CIE 2988,𐌉𐌍𐌀𐌀𐌓𐌄𐌑·𐌖𐌅𐌉𐌀𐌍𐌕·𐌉𐌀,vl : tna luscesca ar :,𐌅𐌋 : 𐌕𐌍𐌀 𐌋𐌖𐌔𐌂𐌄𐌔𐌂𐌀 𐌀𐌓 :,vl tna luscesca ar,,,,1.000,clean,0ad1b25ca687,1
CIE 2989,[ : 𐌉𐌀·𐌀𐌓𐌄𐌑·𐌖𐌅𐌉·𐌀𐌍𐌇𐌍𐌅·𐌉𐌀],vl : tutna : lusceś[a] : ar :,𐌅𐌋 : 𐌕𐌖𐌕𐌍𐌀 : 𐌋𐌖𐌔𐌂𐌄𐌑[𐌀] : 𐌀𐌓 :,vl tutna ar,,,,0.750,clean,fcf1b3c0e187,1
CIE 2990,𐌀𐌄𐌑𐌖𐌃𐌖𐌅·𐌉𐌖𐌉𐌀·𐌀𐌉𐌕𐌍𐌅·𐌉𐌕,vl·tutna·vlus·tuscesca,𐌅𐌋·𐌕𐌖𐌕𐌍𐌀·𐌅𐌋𐌖𐌔·𐌕𐌖𐌔𐌂𐌄𐌔𐌂𐌀,vl tutna vlus tuscesca,,,,1.000,clean,a48cb139c29d,1
CIE 2991,LAITVASVININADZVI:LAIH+YTA,LAITVASVININADZVI:LAIH+YTA,,,,,,0.000,ocr_failed,c72ec5e31e09,1
ETP 64,vel : vestrcnie,vel vestrcnie,𐌅𐌄𐌋 𐌅𐌄𐌔𐌕𐌓𐌂𐌍𐌉𐌄,vel vestrcnie,,,,1.000,clean,18bf45df0c25,1
CIE 1874,hasti : caine : halistrea,hasti : caine : halistrea,𐌇𐌀𐌔𐌕𐌉 : 𐌂𐌀𐌉𐌍𐌄 : 𐌇𐌀𐌋𐌉𐌔𐌕𐌓𐌄𐌀,hasti caine halistrea,,,,1.000,clean,9ced0b35fdd2,1
CIE 1875,larθi : cainei : pistia,larθi : cainei : pistia,𐌋𐌀𐌓𐌈𐌉 : 𐌂𐌀𐌉𐌍𐌄𐌉 : 𐌐𐌉𐌔𐌕𐌉𐌀,larθi cainei pistia,,,,1.000,clean,80fb9ce4375a,1
CIE 1876,θania : cainei : nautisal : vi : sec,θania : cainei : nautisal : vi : sec,𐌈𐌀𐌍𐌉𐌀 : 𐌂𐌀𐌉𐌍𐌄𐌉 : 𐌍𐌀𐌖𐌕𐌉𐌔𐌀𐌋 : 𐌅𐌉 : 𐌔𐌄𐌂,θania cainei nautisal vi sec,,,,1.000,clean,38997287f830,1
314,scurfiu(s),scurfiu(s),𐌔𐌂𐌖𐌓𐌚𐌉𐌖(𐌔),,,,,0.000,clean,3db49558475f,1
CIE 1877,aθ : navlis : cainal,aθ : navlis : cainal,𐌀𐌈 : 𐌍𐌀𐌅𐌋𐌉𐌔 : 𐌂𐌀𐌉𐌍𐌀𐌋,aθ navlis cainal,,,,1.000,clean,b679deb43561,2
CIE 1878,aθ : navlis : cainal,aθ : navlis : cainal,𐌀𐌈 : 𐌍𐌀𐌅𐌋𐌉𐌔 : 𐌂𐌀𐌉𐌍𐌀𐌋,aθ navlis cainal,,,,1.000,clean,b679deb43561,2
CIE 1879,θana : cainei,θana : cainei,𐌈𐌀𐌍𐌀 : 𐌂𐌀𐌉𐌍𐌄𐌉,θana cainei,,,,1.000,clean,36f88a94cd86,2
CIE 2992,//////////IIDZVI:AIIA,//////////IIDZVI:AIIA,,//////////IIDZVI AIIA,,,,1.000,clean,52fdd2489ed1,1
CIE 2993,IAIIVAOIADZVI:IAIIVT:AIIAO,IAIIVAOIADZVI:IAIIVT:AIIAO,,IAIIVAOIADZVI IAIIVT AIIAO,,,,1.000,clean,56508e90c6f9,1
CIE 2994,ZAIARAMIA,ZAIARAMIA,,ZAIARAMIA,,,,1.000,clean,2edc975d461a,1
CIE 2995,MAIITVT:DAI,MAIITVT:DAI,,MAIITVT DAI,,,,1.000,clean,fac2ba7c9ad4,1
CIE 2996,:.AZENVVIAI9A9Z:IAIITVT,:.AZENVVIAI9A9Z:IAIITVT,,,,,,0.000,ocr_failed,b74714c0df29,1
CIE 2997,a) I9A:VMLT:AITVT:OII9A; b) AM:VT:OII9A,a) I9A:VMLT:AITVT:OII9A; b) AM:VT:OII9A,,,,,,0.000,ocr_failed,168d641daa6c,1
CIE 2998,vel tutna tumu,vel tutna tumu,𐌅𐌄𐌋 𐌕𐌖𐌕𐌍𐌀 𐌕𐌖𐌌𐌖,vel tutna tumu,,,,1.000,clean,7c303f57b8b3,1
CIE 1892,larθi:cainei:trepalval,larθi:cainei:trepalval,𐌋𐌀𐌓𐌈𐌉:𐌂𐌀𐌉𐌍𐌄𐌉:𐌕𐌓𐌄𐌐𐌀𐌋𐌅𐌀𐌋,larθi cainei trepalval,,,,1.000,clean,35c77dbc9e45,1
CIE 1893,larθi:cainei:cainiz,larθi:cainei:cainiz,𐌋𐌀𐌓𐌈𐌉:𐌂𐌀𐌉𐌍𐌄𐌉:𐌂𐌀𐌉𐌍𐌉𐌆,larθi cainei cainiz,,,,1.000,clean,23c324d2793c,1
CIE 1915,[:𐌖𐌀𐌕𐌀𐌉𐌍𐌀𐌋:𐌐𐌀𐌕𐌖:𐌂𐌀𐌉:𐌀𐌓],ar : cai : patu | atainal,𐌀𐌓 : 𐌂𐌀𐌉 : 𐌐𐌀𐌕𐌖 | 𐌀𐌕𐌀𐌉𐌍𐌀𐌋,ar cai patu atainal,,,,1.000,clean,087d2e07201b,1
CIE 2999,lartia: tumu: qauxania.,lartia: tumu: qauxania.,𐌋𐌀𐌓𐌕𐌉𐌀: 𐌕𐌖𐌌𐌖: 𐌒𐌀𐌖𐌗𐌀𐌍𐌉𐌀.,lartia tumu qauxania.,,,,1.000,clean,920069aa7656,1
CIE 3000,tumu,tumu,𐌕𐌖𐌌𐌖,tumu,,,,1.000,clean,e7945c6cccca,1
CIE 3001,velia tutnal lautniθ,velia tutnal lautniθ,𐌅𐌄𐌋𐌉𐌀 𐌕𐌖𐌕𐌍𐌀𐌋 𐌋𐌀𐌖𐌕𐌍𐌉𐌈,velia tutnal lautniθ,,,,1.000,clean,45d8ac5e726f,1
CIE 3002,C. Tutilius | Philemo,C. Tutilius | Philemo,,C. Tutilius Philemo,,,,1.000,clean,07486ebb4e43,1
CIE 3003,C. Tutiki | C. l. Philodami,C. Tutiki | C. l. Philodami,,C. Tutiki C. l. Philodami,,,,1.000,clean,a8b7b0dc46f3,1
CIE 3004,C. Tutilius L. f | Spaspo,C. Tutilius L. f | Spaspo,,C. Tutilius L. f Spaspo,,,,1.000,clean,0df2a02e6f96,1
10006,artumesial,artumesial,𐌀𐌓𐌕𐌖𐌌𐌄𐌔𐌉𐌀𐌋,artumesial,,,,1.000,clean,c42a94c6f134,1
CIE 2275,𐌂𐌀𐌄:𐌇𐌄𐌓𐌉𐌍𐌉:𐌖𐌋,CAE:HERINI:VL,,CAE HERINI VL,,,,1.000,clean,5d15da9f53ce,1
CIE 1900,MAIΠΨJΨO:2HΠ9A:3A:D:ΨA au: cae: arentis: hulunias,MAIΠΨJΨO:2HΠ9A:3A:D:ΨA au: cae: arentis: hulunias,,,,,,0.000,ocr_failed,7fc075b3d5e4,1
CIE 1901,ΨIΨO:∃A:J cae: hulu,ΨIΨO:eA:J cae: hulu,,,,,,0.000,needs_review,e785d5ea004c,1
CIE 1902,ΨAΨ42A:2HΨA:D:A∃ΨA:1A:D ar: cae: cranusa: campis: vetrual,ΨAΨ42A:2HΨA:D:AeΨA:1A:D ar: cae: cranusa: campis: vetrual,,,,,,0.000,ocr_failed,aefb8a74a5ad,1
CIE 1903,1A:D:AΠ:∃A:1H:ΨA:D:A:J ∃a[n]ia:cainei:crawpania:larθal,1A:D:AΠ:eA:1H:ΨA:D:A:J ea[n]ia:cainei:crawpania:larθal,,,,,,0.000,ocr_failed,ed0274321577,1
CIE 1904,HIA:AIHAO AIRE:JIA JAVAMV,HIA:AIHAO AIRE:JIA JAVAMV,,,,,,0.000,needs_review,9f470e0eb484,1
CIE 3005,A,A,𐌀,A,,,,1.000,clean,ca978112ca1b,3
CIE 3006,larθi: ucalθui: huracelsa,larθi: ucalθui: huracelsa,𐌋𐌀𐌓𐌈𐌉: 𐌖𐌂𐌀𐌋𐌈𐌖𐌉: 𐌇𐌖𐌓𐌀𐌂𐌄𐌋𐌔𐌀,larθi ucalθui huracelsa,,,,1.000,clean,77aba32dd510,1
CIE 3007,AMIAOIEHI9I A2E3+,PANA|UCIRINEI|TURTESA,,PANA UCIRINEI TURTESA,,,,1.000,clean,1595314c060c,1
CIE 3008,9A:O9A:A9V:O,L9:UCRISLANE:ARN9AL:,,,,,,0.000,ocr_failed,2864dce3fefb,1
CIE 3009,M9A9V+,L9:UCRISLANE:TUFNIAS:,,,,,,0.000,ocr_failed,d716e06eb08b,1
CIE 2238,ITI:ΘI:ΘIRIV:ΘA,ITI:ΘI:ΘIRIV:ΘA,,ITI ΘI ΘIRIV ΘA,,,,1.000,clean,5cf0ba7f2036,1
3157,trebo,trebo,𐌕𐌓𐌄𐌁𐌏,trebo,mr-titusarriustrebomrtitussson,,,1.000,clean,25be3a5bde23,1
CIE 3016,AIV1:A1M9V:AIO9AJ MIMI91O:MVT2I,LAR9IA:UMRIA:PUIA|PESTUS:PEPRINIS,,,,,,0.000,ocr_failed,d5edca217bba,1
CIE 3017,𐌋𐌀𐌓𐌈𐌖𐌌𐌓𐌀𐌍𐌀𐌋𐌀𐌓𐌉𐌔𐌀𐌋𐌉𐌔𐌀,lar[θ] umrana larisalisa,𐌋𐌀𐌓[𐌈] 𐌖𐌌𐌓𐌀𐌍𐌀 𐌋𐌀𐌓𐌉𐌔𐌀𐌋𐌉𐌔𐌀,umrana larisalisa,,,,0.667,clean,8cd8dd4c7b50,1
CIE 3018,a) 𐌌𐌀𐌓𐌀𐌈𐌖𐌍𐌀𐌀𐌍𐌀𐌌𐌖𐌖𐌋𐌀 b) 𐌌𐌀𐌉,a) MARAΘUNAANAMVLA b) MAI,,MARAΘUNAANAMVLA MAI,,,,0.500,clean,b8ea25cac518,1
CIE 3019,𐌉𐌍𐌕𐌖𐌀𐌋 𐌌𐌀𐌍𐌀𐌈𐌖𐌌 𐌅𐌋𐌄𐌈𐌖𐌌𐌖𐌍𐌉,INTVAL MANAΘUM VLEΘUMUNI,,INTVAL MANAΘUM VLEΘUMUNI,,,,1.000,clean,af07d61ac368,1
CIE 3020,𐌀𐌔𐌊𐌉𐌋𐌉𐌔𐌀𐌈𐌖𐌍𐌀𐌈𐌖𐌍𐌀𐌈𐌖𐌍𐌀𐌈𐌖𐌍𐌀,hastia: umranei: arn𐌈sa,𐌇𐌀𐌔𐌕𐌉𐌀: 𐌖𐌌𐌓𐌀𐌍𐌄𐌉: 𐌀𐌓𐌍𐌈𐌔𐌀,hastia umranei arn𐌈sa,,,,1.000,clean,2308b5b96872,1
CIE 3021,M.VMBRICIVS·C·L·MENOMA,M.VMBRICIVS·C·L·MENOMA,,M.VMBRICIVS C L MENOMA,,,,1.000,clean,539e693b567d,1
CIE 3023,𐌀𐌐𐌉𐌀𐌍𐌖𐌀𐌈·𐌀𐌈·𐌀𐌍𐌖·𐌏𐌀 𐌌𐌍·𐌏𐌕𐌀𐌊𐌉𐌋𐌉𐌖𐌔·𐌓𐌖𐌘𐌖𐌔·𐌅𐌀𐌓𐌉𐌀·𐌍𐌀𐌕𐌖𐌔,AP𐌉𐌀𐌍𐌖𐌀𐌈·A𐌈·A𐌍𐌖·𐌏𐌀 M𐌍·OTACILIVS·RVFVS·VARIA·NATVS,,AP𐌉𐌀𐌍𐌖𐌀𐌈 A𐌈 A𐌍𐌖 𐌏𐌀 M𐌍 OTACILIVS RVFVS VARIA NATVS,,,,1.000,clean,9d331efa8665,1
CIE 3024,𐌏𐌋·𐌀𐌈𐌀𐌍𐌖·𐌏𐌋 ·𐌌𐌀𐌉𐌍𐌄𐌈𐌖𐌌,O𐌋·A𐌈A𐌍𐌖·O𐌋 ·MAI𐌍𐌄𐌈𐌖𐌌,,O𐌋 A𐌈A𐌍𐌖 O𐌋 MAI𐌍𐌄𐌈𐌖𐌌,,,,1.000,clean,e9193d315075,1
CIE 2593,𐌋𐌈:𐌐𐌓𐌄𐌒𐌖:𐌋𐌈:𐌕𐌉𐌕𐌉𐌀𐌋,lθ:prequ:lθ:titial:,𐌋𐌈:𐌐𐌓𐌄𐌒𐌖:𐌋𐌈:𐌕𐌉𐌕𐌉𐌀𐌋:,lθ prequ lθ titial,,,,1.000,clean,8e6828255531,1
8332,mecio a(vloi) (f(ileo)),mecio a(vloi) (f(ileo)),𐌌𐌄𐌂𐌉𐌏 𐌀(𐌅𐌋𐌏𐌉) (𐌚(𐌉𐌋𐌄𐌏)),mecio,for-mr-caiosmeciosmr-aulossson,,,0.333,clean,857fdd3cbe20,1
CIE 3025,𐌀𐌔𐌈𐌖𐌍𐌀𐌈𐌖𐌍𐌀,unai alcesa,𐌖𐌍𐌀𐌉 𐌀𐌋𐌂𐌄𐌔𐌀,unai alcesa,,,,1.000,clean,0663be671d43,1
ETP 65,hetaθaσa,hetaθaσa,𐌇𐌄𐌕𐌀𐌈𐌀𐌑𐌀,hetaθaσa,,625.0,600.0,1.000,clean,f51fac8b17a8,1
CIE 1921,cainei precunia,cainei precunia,𐌂𐌀𐌉𐌍𐌄𐌉 𐌐𐌓𐌄𐌂𐌖𐌍𐌉𐌀,cainei precunia,,,,1.000,clean,c1cfb949cb68,1
CIE 1922,aule cae | raufe pumpanal,aule cae | raufe pumpanal,𐌀𐌖𐌋𐌄 𐌂𐌀𐌄 | 𐌓𐌀𐌖𐌚𐌄 𐌐𐌖𐌌𐌐𐌀𐌍𐌀𐌋,aule cae raufe pumpanal,,,,1.000,clean,08a6bc1835de,1
CIE 1923,θania : cainei | pumpnei | tecumnal,θania : cainei | pumpnei | tecumnal,𐌈𐌀𐌍𐌉𐌀 : 𐌂𐌀𐌉𐌍𐌄𐌉 | 𐌐𐌖𐌌𐌐𐌍𐌄𐌉 | 𐌕𐌄𐌂𐌖𐌌𐌍𐌀𐌋,θania cainei pumpnei tecumnal,,,,1.000,clean,299e693363c1,1
CIE 1924,arniθ : cae : pestiu : aul : cainal :,arniθ : cae : pestiu : aul : cainal :,𐌀𐌓𐌍𐌉𐌈 : 𐌂𐌀𐌄 : 𐌐𐌄𐌔𐌕𐌉𐌖 : 𐌀𐌖𐌋 : 𐌂𐌀𐌉𐌍𐌀𐌋 :,arniθ cae pestiu aul cainal,,,,1.000,clean,c64a83a63914,1
CIE 1925,caia : restumnei | anes,caia : restumnei | anes,𐌂𐌀𐌉𐌀 : 𐌓𐌄𐌔𐌕𐌖𐌌𐌍𐌄𐌉 | 𐌀𐌍𐌄𐌔,caia restumnei anes,,,,1.000,clean,dfdc750e5338,1
CIE 1946,𐌅𐌋:𐌂𐌀𐌍𐌇𐌍𐌀:𐌅𐌋:𐌅𐌄𐌕𐌍𐌀𐌋,vl: canzna: vl: vetnal,𐌅𐌋: 𐌂𐌀𐌍𐌆𐌍𐌀: 𐌅𐌋: 𐌅𐌄𐌕𐌍𐌀𐌋,vl canzna vl vetnal,,,,1.000,clean,42f4e7d688ec,1
CIE 3030,vel:upus:larθal,vel:upus:larθal,𐌅𐌄𐌋:𐌖𐌐𐌖𐌔:𐌋𐌀𐌓𐌈𐌀𐌋,vel upus larθal,,,,1.000,clean,c17cc8887187,1
CIE 3031,vl:urata:vl:ucumenaθ,vl:urata:vl:ucumenaθ,𐌅𐌋:𐌖𐌓𐌀𐌕𐌀:𐌅𐌋:𐌖𐌂𐌖𐌌𐌄𐌍𐌀𐌈,vl urata vl ucumenaθ,,,,1.000,clean,b9ed2207de38,1
CIE 3032a,larθi:uri:θinei,larθi:uri:θinei,𐌋𐌀𐌓𐌈𐌉:𐌖𐌓𐌉:𐌈𐌉𐌍𐌄𐌉,larθi uri θinei,,,,1.000,clean,cb8fef532411,2
CIE 3032b,larθi:uri:θinei,larθi:uri:θinei,𐌋𐌀𐌓𐌈𐌉:𐌖𐌓𐌉:𐌈𐌉𐌍𐌄𐌉,larθi uri θinei,,,,1.000,clean,cb8fef532411,2
CIE 3033,au:ursmini:aplunias:cecus,au:ursmini:aplunias:cecus,𐌀𐌖:𐌖𐌓𐌔𐌌𐌉𐌍𐌉:𐌀𐌐𐌋𐌖𐌍𐌉𐌀𐌔:𐌂𐌄𐌂𐌖𐌔,au ursmini aplunias cecus,,,,1.000,clean,15f8777b25f3,1
CIE 3034,a...:sina:velaianal,a...:sina:velaianal,𐌀...:𐌔𐌉𐌍𐌀:𐌅𐌄𐌋𐌀𐌉𐌀𐌍𐌀𐌋,a... sina velaianal,,,,1.000,clean,e2641749f3ae,1
CIE 3035,Larthia:Otanis,Larthia:Otanis,,Larthia Otanis,,,,1.000,clean,07f3c376216d,1
CIE 3036,Larthia Otanis,Larthia Otanis,,Larthia Otanis,,,,1.000,clean,2e64342b5a71,1
CIE 3037,laziu:ugle:ietis,laziu:ugle:ietis,,laziu ugle ietis,,,,1.000,clean,e63017e73630,1
CIE 3038,ar:fasntru:sinunias,ar:fasntru:sinunias,𐌀𐌓:𐌚𐌀𐌔𐌍𐌕𐌓𐌖:𐌔𐌉𐌍𐌖𐌍𐌉𐌀𐌔,ar fasntru sinunias,,,,1.000,clean,1804b92a1bda,1
11171,fiuls,fiuls,𐌚𐌉𐌖𐌋𐌔,fiuls,,,,1.000,clean,d2a078992cb0,1
CIE 3039,arnθ:feθiu:larisal,arnθ:feθiu:larisal,𐌀𐌓𐌍𐌈:𐌚𐌄𐌈𐌉𐌖:𐌋𐌀𐌓𐌉𐌔𐌀𐌋,arnθ feθiu larisal,,,,1.000,clean,35a545b34440,1
CIE 3047,JAI9A:A9A9A:3:AISSAJ,JAI9A:A9A9A:3:AISSAJ,,,,,,0.000,ocr_failed,74ad9b83c40f,1
8333,t(itos) p(oplios) c(aii),t(itos) p(oplios) c(aii),𐌕(𐌉𐌕𐌏𐌔) 𐌐(𐌏𐌐𐌋𐌉𐌏𐌔) 𐌂(𐌀𐌉𐌉),,nnia,,,0.000,clean,87152b315ed1,1
CIE 3040,la[r]θ:fraun[i],la[r]θ:fraun[i],𐌋𐌀[𐌓]𐌈:𐌚𐌓𐌀𐌖𐌍[𐌉],,,,,0.000,clean,394135663d22,1
CIE 3041,las:fraucni:atinatial:,las:fraucni:atinatial:,𐌋𐌀𐌔:𐌚𐌓𐌀𐌖𐌂𐌍𐌉:𐌀𐌕𐌉𐌍𐌀𐌕𐌉𐌀𐌋:,las fraucni atinatial,,,,1.000,clean,26b7a220cb3f,1
CIE 3042,lθ:fraunei:tiitaea|atinatial,lθ:fraunei:tiitaea|atinatial,𐌋𐌈:𐌚𐌓𐌀𐌖𐌍𐌄𐌉:𐌕𐌉𐌉𐌕𐌀𐌄𐌀|𐌀𐌕𐌉𐌍𐌀𐌕𐌉𐌀𐌋,lθ fraunei tiitaea atinatial,,,,1.000,clean,66ff5909f8b5,1
CIE 3043,arnsa:frauni:murinal:,arnsa:frauni:murinal:,𐌀𐌓𐌍𐌔𐌀:𐌚𐌓𐌀𐌖𐌍𐌉:𐌌𐌖𐌓𐌉𐌍𐌀𐌋:,arnsa frauni murinal,,,,1.000,clean,df2df79f9d30,1
CIE 3044,HAJ:JAITAIa 2:2 J:IMYA98:VA,HAJ:JAITAIa 2:2 J:IMYA98:VA,,,,,,0.000,ocr_failed,8fbbc75319f4,1
CIE 3045,:JAHO21OA:IMD9A9 8:OA,:JAHO21OA:IMD9A9 8:OA,,,,,,0.000,ocr_failed,8c72c44db54c,1
CIE 3046,:JANOAI:IMD9A98:OA,:JANOAI:IMD9A98:OA,,,,,,0.000,ocr_failed,5b93c72528f2,1
10134,r(am)th(as),r(am)θ(as),𐌓(𐌀𐌌)𐌈(𐌀𐌔),,,,,0.000,clean,5eba80f4b853,8
CIE 1939,IVLSIHINIA:ASQA arni:calisni:velu,IVLSIHINIA:ASQA arni:calisni:velu,,IVLSIHINIA ASQA arni calisni velu,,,,1.000,clean,4476c85a6d76,1
